NofPmids,NofSnps,associationType,diseaseId,diseaseName,diseaseType,disease_mention,geneId,geneSymbol,gene_mention,originalSource,pmid,raw_sentence,score,sentence,source
,,Negative,MESH:D010024,,,osteoporosis,286779,,ATP6V1H,,28158191,We identified two generations of individuals in which short stature and osteoporosis co-segregated with a mutation in ATP6V1H.,,,
,,Negative,MESH:D002764,,,cholecystitis,100326838,,AST,,28014041,"No hospital death and PI-related morbidity were observed (elevation of AST/ALT in 1 CTR and 1 PIG, and cholecystitis in 1 CTR patients).",,,
68.0,0.0,Therapeutic,C0020538,Hypertensive disease,group,hypertension,5443,POMC,ACTH,CTD_human,2992854,Potentiation of ACTH hypertension in man with salt loading.,0.203846174978983,"Potentiation of <span class=""gene"" id=""2992854-0-16-20"">ACTH</span> <span class=""disease"" id=""2992854-0-21-33"">hypertension</span> in man with salt loading.",CTD_human
1.0,0.0,Biomarker,C0025958,Microcephaly,disease,microcephaly,7283,TUBG1,TUBG1,CTD_human,23603762,"Mutations in TUBG1, DYNC1H1, KIF5C and KIF2A cause malformations of cortical development and microcephaly.",0.2,"Mutations in <span class=""gene"" id=""23603762-0-13-18"">TUBG1</span>, DYNC1H1, KIF5C and KIF2A cause malformations of cortical development and <span class=""disease"" id=""23603762-0-93-105"">microcephaly</span>.",CTD_human
1.0,0.0,Biomarker,C1956346,Coronary Artery Disease,disease,coronary artery disease,9365,KL,KLOTHO,CTD_human,12669274,KLOTHO allele status and the risk of early-onset occult coronary artery disease.,0.20274726784213096,"<span class=""gene"" id=""12669274-0-0-6"">KLOTHO</span> allele status and the risk of early-onset occult <span class=""disease"" id=""12669274-0-56-79"">coronary artery disease</span>.",CTD_human
,,Negative,MESH:D001943,,,TNBC,53378,,syndecan-binding protein,,28141839,Our previous study showed that downregulating syndecan-binding protein (SDCBP) in TNBC inhibits the proliferation of TNBC cells.,,,
,,Negative,MESH:D009069,,,intellectual disability,22589,,ATRX,,28093507,"A key example is ATRX, an X-linked gene commonly mutated in individuals with syndromic and nonsyndromic intellectual disability.",,,
,,Negative,MESH:D006963,,,Hyperphagia,59301,,ghrelin,,28054308,Hyperphagia induced by the intracerebroventricular (icv) administration of ghrelin was significantly suppressed for at least 2  h by pretreatment with icv administration of DORA.,,,
,,Negative,MESH:D050197,,,atherosclerosis,11600,,Ang-1,,28069704,We investigated the role of Ang-1 in atherosclerosis-prone apolipoprotein-E (Apo-E) knockout mouse.,,,
21.0,87.0,Biomarker,C0033847,Pseudoxanthoma Elasticum,disease,pseudoxanthoma elasticum,368,ABCC6,MRP6,CTD_human,11880368,Loss of ATP-dependent transport activity in pseudoxanthoma elasticum-associated mutants of human ABCC6 (MRP6).,0.7779099309983829,"Loss of ATP-dependent transport activity in <span class=""disease"" id=""11880368-0-44-68"">pseudoxanthoma elasticum</span>-associated mutants of human <span class=""gene"" id=""11880368-0-97-102"">ABCC6</span> (<span class=""gene"" id=""11880368-0-104-108"">MRP6</span>).",CTD_human;ORPHANET;UNIPROT
1.0,0.0,Biomarker,C0040953,Trichotillomania,disease,trichotillomania,3218,HOXB8,Hoxb8,CTD_human,11779477,"The aberrant behavior observed in Hoxb8 mutants is not unlike that of humans suffering from the OC-spectrum disorder, trichotillomania.",0.280274726784213,"The aberrant behavior observed in <span class=""gene"" id=""11779477-8-34-39"">Hoxb8</span> mutants is not unlike that of humans suffering from the OC-spectrum disorder, <span class=""disease"" id=""11779477-8-118-134"">trichotillomania</span>.",CTD_human
2.0,0.0,Biomarker,C0242422,Parkinsonian Disorders,group,parkinsonism,7054,TH,tyrosine hydroxylase,CTD_human,8817341,Recessively inherited L-DOPA-responsive parkinsonism in infancy caused by a point mutation (L205P) in the tyrosine hydroxylase gene.,0.40384617497898295,"Recessively inherited L-DOPA-responsive <span class=""disease"" id=""8817341-0-40-52"">parkinsonism</span> in infancy caused by a point mutation (L205P) in the <span class=""gene"" id=""8817341-0-106-126"">tyrosine hydroxylase</span> gene.",CTD_human;HPO
,,Negative,MESH:D014808,,,VD,18036,,IkB,,28055298,"Finally, the ability of VD to deactivate NF-kB signaling, via p65 and IkB phosphorylation inhibition in murine adipocyte, was observed and could constitute a driving molecular mechanism.",,,
1.0,0.0,Biomarker,C0036341,Schizophrenia,disease,SZ,3123,HLA-DRB1,HLA-DRB1,CTD_human,16223876,"Implementing this systematic approach, we: (i) discovered 177 putative SZ risk genes in brain, 28 of which map to linked chromosomal loci; (ii) delineated six biological processes and 12 molecular functions that may be particularly disrupted in the illness; (iii) identified 123 putative SZ biomarkers in blood, 6 of which (BTG1, GSK3A, HLA-DRB1, HNRPA3, SELENBP1, and SFRS1) had corresponding differential expression in brain; (iv) verified the differential expression of the strongest candidate SZ biomarker (SELENBP1) in blood; and (v) demonstrated neuronal and glial expression of SELENBP1 protein in brain.",0.21106726054884695,"Implementing this systematic approach, we: (i) discovered 177 putative <span class=""disease"" id=""16223876-4-71-73"">SZ</span> risk genes in brain, 28 of which map to linked chromosomal loci; (ii) delineated six biological processes and 12 molecular functions that may be particularly disrupted in the illness; (iii) identified 123 putative SZ biomarkers in blood, 6 of which (BTG1, GSK3A, <span class=""gene"" id=""16223876-4-337-345"">HLA-DRB1</span>, HNRPA3, SELENBP1, and SFRS1) had corresponding differential expression in brain; (iv) verified the differential expression of the strongest candidate SZ biomarker (SELENBP1) in blood; and (v) demonstrated neuronal and glial expression of SELENBP1 protein in brain.",CTD_human
1.0,0.0,Biomarker,C0023267,Fibroid Tumor,disease,leiomyomas,2099,ESR1,ER-alpha,CTD_human,18701604,Further analysis of the DNA methylation status by bisulfite restriction mapping among 11 paired samples of myometrium and leiomyoma indicated that CpG sites in the distal region of ER-alpha promoter are hypomethylated in leiomyomas of nine patients.,0.243462722625096,"Further analysis of the DNA methylation status by bisulfite restriction mapping among 11 paired samples of myometrium and <span class=""disease"" id=""18701604-7-122-131"">leiomyoma</span> indicated that CpG sites in the distal region of <span class=""gene"" id=""18701604-7-181-189"">ER-alpha</span> promoter are hypomethylated in <span class=""disease"" id=""18701604-7-221-231"">leiomyomas</span> of nine patients.",CTD_human
,,Negative,MESH:D009369,,,tumor,20296,,monocyte chemotactic protein 1,,28074537,"Moreover, the TG mice displayed a pro-inflammatory profile, with significant increases in monocyte chemotactic protein 1, tumor necrosis factor alpha, and interleukin-10.",,,
1.0,0.0,Biomarker,C1832200,Peroxisome biogenesis disorders,group,peroxisome-biogenesis disorders,55670,PEX26,PEX26,CTD_human,12851857,Mutations in novel peroxin gene PEX26 that cause peroxisome-biogenesis disorders of complementation group 8 provide a genotype-phenotype correlation.,0.201098907136852,"Mutations in novel peroxin gene <span class=""gene"" id=""12851857-0-32-37"">PEX26</span> that cause <span class=""disease"" id=""12851857-0-49-80"">peroxisome-biogenesis disorders</span> of complementation group 8 provide a genotype-phenotype correlation.",CTD_human
1.0,0.0,Biomarker,C0152427,Polydactyly,disease,polydactyly,60529,ALX4,Alx4,CTD_human,9847249,"First, mutation of Cart1 exacerbates Alx4-dependent polydactyly in a manner that is dependent on gene dosage.",0.2,"First, mutation of Cart1 exacerbates <span class=""gene"" id=""9847249-8-37-41"">Alx4</span>-dependent <span class=""disease"" id=""9847249-8-52-63"">polydactyly</span> in a manner that is dependent on gene dosage.",CTD_human
,,Negative,MESH:D000592,,,HA,12505,,CD44,,28208014,"In particular, HPN treatment dramatically inhibited tumor growth, likely because of the specific tumor-targeting affinity of HA for CD44-overexpressed cancer cells.",,,
7.0,0.0,Biomarker,C0033578,Prostatic Neoplasms,group,prostate tumor,6648,SOD2,SOD2,CTD_human,19074884,"In a low-selenium population, SOD2-Ala16+ men homozygous for SEPP1-Ala234 are at an increased risk of prostate cancer/aggressive prostate cancer especially if ever-smokers, because they are likely to produce more mitochondrial H(2)O(2) that they cannot remove, thereby promoting prostate tumor cell proliferation and migration.",0.219353956880597,"In a low-selenium population, <span class=""gene"" id=""19074884-13-30-34"">SOD2</span>-Ala16+ men homozygous for SEPP1-Ala234 are at an increased risk of prostate cancer/aggressive prostate cancer especially if ever-smokers, because they are likely to produce more mitochondrial H(2)O(2) that they cannot remove, thereby promoting <span class=""disease"" id=""19074884-13-279-293"">prostate tumor</span> cell proliferation and migration.",CTD_human
,,Negative,MESH:D001943,,,BC,672;675,,BRCA1/2,,28023740,We also analyzed 24 BC patients with a family history (BRCAPRO scores > 80%; Manchester score >40) without BRCA1/2 mutations.,,,
11.0,0.0,Biomarker,C0020429,Hyperalgesia,phenotype,hyperalgesia,7124,TNF,tumor necrosis factor alpha,CTD_human,16472913,"Neither of these inhibitors, however, affected tumor necrosis factor alpha, prostaglandin E2 or epinephrine hyperalgesia.",0.28054945356842603,"Neither of these inhibitors, however, affected <span class=""gene"" id=""16472913-5-47-74"">tumor necrosis factor alpha</span>, prostaglandin E2 or epinephrine <span class=""disease"" id=""16472913-5-108-120"">hyperalgesia</span>.",CTD_human
1.0,0.0,Biomarker,C0026769,Multiple Sclerosis,disease,MS,348,APOE,APOE,CTD_human,15048896,"Accelerated evolution of brain atrophy and ""black holes"" in MS patients with APOE-epsilon 4.",0.316712901443335,"Accelerated evolution of brain atrophy and ""black holes"" in <span class=""disease"" id=""15048896-0-60-62"">MS</span> patients with <span class=""gene"" id=""15048896-0-77-81"">APOE</span>-epsilon 4.",CTD_human
,,Negative,MESH:D002545,,,HIE,362119,,C5a,,28002390,RESULTS: We found that HT increased systemic expression of C3a and decreased expression of C5a after HIE.,,,
,,Negative,MESH:D002908,,,chronic disorder,3630,,insulin,,28198081,Diabetes mellitus is a chronic disorder caused by relative or absolute insulin deficiency and characterized by chronic hyperglycaemia.,,,
69.0,0.0,Therapeutic,C0020538,Hypertensive disease,group,hypertension,183,AGT,angiotensin II,CTD_human,17989111,Purinergic receptors contribute to early mesangial cell transformation and renal vessel hypertrophy during angiotensin II-induced hypertension.,0.52,"Purinergic receptors contribute to early mesangial cell transformation and renal vessel hypertrophy during <span class=""gene"" id=""17989111-0-107-121"">angiotensin II</span>-induced <span class=""disease"" id=""17989111-0-130-142"">hypertension</span>.",CTD_human
,,Negative,MESH:C536293,,,JS,9851,,KIAA0753,,28125082,"RESULTS: We identified the causative gene in 94% of the families; 126 (27 novel) unique potentially pathogenic variants were found in 20 genes, including KIAA0753 and CELSR2, which had not previously been associated with JS.",,,
1.0,0.0,Biomarker,C0035412,Rhabdomyosarcoma,disease,rhabdomyosarcoma,5395,PMS2,PMS2,CTD_human,19293170,"In family 2, immunohistochemistry analysis showed isolated loss of PMS2 expression in all tumours in the affected patients, including rhabdomyosarcoma itself and the surrounding normal tissue.",0.40027472678421294,"In family 2, immunohistochemistry analysis showed isolated loss of <span class=""gene"" id=""19293170-7-67-71"">PMS2</span> expression in all tumours in the affected patients, including <span class=""disease"" id=""19293170-7-134-150"">rhabdomyosarcoma</span> itself and the surrounding normal tissue.",CTD_human;HPO
2.0,1.0,Biomarker,C0026691,Mucocutaneous Lymph Node Syndrome,disease,Kawasaki disease,2212,FCGR2A,FCGR2A,CTD_human,22446962,"We also replicated the association of a functional SNP of FCGR2A (rs1801274, P = 1.6 × 10(-6)) identified in a recently reported GWAS of Kawasaki disease.",0.205429023149632,"We also replicated the association of a functional SNP of <span class=""gene"" id=""22446962-4-58-64"">FCGR2A</span> (rs1801274, P = 1.6 &times; 10(-6)) identified in a recently reported GWAS of <span class=""disease"" id=""22446962-4-137-153"">Kawasaki disease</span>.",CTD_human
,,Negative,MESH:D009369,,,inha/Tag adrenal tumors,18019,,Nfatc2,,28131743,"Besides earlier reported Gata4 and Lhcgr, we found up-regulated Esr1, Prlr-rs1, and down-regulated Grb10, Mmp24, Sgcd, Rerg, Gnas, Nfatc2, Gnrhr, Igf2 in inha/Tag adrenal tumors.",,,
3.0,0.0,Biomarker,C0027627,Neoplasm Metastasis,phenotype,metastasis,7040,TGFB1,TGF-?1,CTD_human,23146760,Resveratrol inhibits TGF-?1-induced epithelial-to-mesenchymal transition and suppresses lung cancer invasion and metastasis.,0.231796530082133,"Resveratrol inhibits <span class=""gene"" id=""23146760-0-21-27"">TGF-&beta;1</span>-induced epithelial-to-mesenchymal transition and suppresses lung cancer invasion and <span class=""disease"" id=""23146760-0-113-123"">metastasis</span>.",CTD_human
1.0,0.0,Biomarker,C0014544,Epilepsy,disease,epilepsy,22953,P2RX2,P2X2,CTD_human,12941474,"Here we show that, in the seizure-sensitive (SS) gerbil hippocampus, a recognized genetic epilepsy model, the expressions of both P2X2 and P2X4 receptors are markedly decreased as compared with that in the seizure-resistant (SR) gerbil.",0.2,"Here we show that, in the seizure-sensitive (SS) gerbil hippocampus, a recognized genetic <span class=""disease"" id=""12941474-4-90-98"">epilepsy</span> model, the expressions of both <span class=""gene"" id=""12941474-4-130-134"">P2X2</span> and P2X4 receptors are markedly decreased as compared with that in the seizure-resistant (SR) gerbil.",CTD_human
1.0,0.0,Biomarker,C0003615,Appendicitis,disease,appendicitis,3586,IL10,IL-10,CTD_human,16367942,The increased IFN-gamma may support the notion of gangrenous appendicitis as an uncontrolled Th1 mediated inflammatory response and increased IL-10 may speculatively indicate the involvement of cytotoxic cells in the progression to perforation.,0.2,"The increased IFN-gamma may support the notion of gangrenous <span class=""disease"" id=""16367942-10-61-73"">appendicitis</span> as an uncontrolled Th1 mediated inflammatory response and increased <span class=""gene"" id=""16367942-10-142-147"">IL-10</span> may speculatively indicate the involvement of cytotoxic cells in the progression to perforation.",CTD_human
,,Negative,MESH:D008107,,,liver dysfunction,12364,,Casp12,,28098217,"However, a subgroup of (pre)pubertal knockout mice (runts) exhibits a pronounced male prevalent liver dysfunction characterized by downregulated amino acid metabolism and elevated Casp12.",,,
1.0,0.0,Biomarker,C0023492,"Leukemia, T-Cell",disease,T-cell leukemia,4005,LMO2,Rhom-2,CTD_human,2034676,"Therefore, chromosome bands 11p15 (rhombotin) and 11p13 (Rhom-2) are consistent sites of chromosome translocation in T-cell leukemia, with the 11p15 target more rarely involved.",0.203021994626344,"Therefore, chromosome bands 11p15 (rhombotin) and 11p13 (<span class=""gene"" id=""2034676-10-57-63"">Rhom-2</span>) are consistent sites of chromosome translocation in <span class=""disease"" id=""2034676-10-117-132"">T-cell leukemia</span>, with the 11p15 target more rarely involved.",CTD_human
,,Negative,MESH:D001855,,,bone marrow toxicity,16551,,Eg5,,28022538,RESULTS: The bone marrow toxicity and DNA damage seen with other Eg5 inhibitors were not evident with ARQ 621.,,,
1.0,0.0,Biomarker,C0018801,Heart failure,disease,heart failure,156,GRK2,GRK2,CTD_human,26670611,"Conversely, the dual-specific GRK2 and ERK cascade inhibitor, RKIP (Raf kinase inhibitor protein), triggered dysfunctional cardiomyocyte energetics and the expression of heart failure-promoting Pparg-regulated genes.",0.208176290991763,"Conversely, the dual-specific <span class=""gene"" id=""26670611-8-30-34"">GRK2</span> and ERK cascade inhibitor, RKIP (Raf kinase inhibitor protein), triggered dysfunctional cardiomyocyte energetics and the expression of <span class=""disease"" id=""26670611-8-170-183"">heart failure</span>-promoting Pparg-regulated genes.",CTD_human
6.0,2.0,Biomarker,C2239176,Liver carcinoma,disease,hepatocellular carcinoma,7157,TP53,p53,CTD_human,17191126,Different levels of p53 induced either apoptosis or cell cycle arrest in a doxycycline-regulated hepatocellular carcinoma cell line in vitro.,0.672301092922579,"Different levels of <span class=""gene"" id=""17191126-0-20-23"">p53</span> induced either apoptosis or cell cycle arrest in a doxycycline-regulated <span class=""disease"" id=""17191126-0-97-121"">hepatocellular carcinoma</span> cell line in vitro.",CTD_human;HPO
,,Negative,MESH:D009362,,,metastasis,17381,,MMP12,,28098914,"miR-647 also reduced the expression levels of genes associated with proliferation and metastasis in tumors, including ANK2, FAK, MMP2, MMP12, CD44 and SNAIL1.",,,
14.0,0.0,Biomarker,C0020538,Hypertensive disease,group,hypertension,1906,EDN1,endothelin-1,CTD_human,11847185,"No study has yet determined the impact of this polymorphism on vascular reactivity, although a functional role for endothelin-1 in the pathophysiology of hypertension has been clarified.",0.3395630242270869,"No study has yet determined the impact of this polymorphism on vascular reactivity, although a functional role for <span class=""gene"" id=""11847185-2-115-127"">endothelin-1</span> in the pathophysiology of <span class=""disease"" id=""11847185-2-154-166"">hypertension</span> has been clarified.",CTD_human
,,Negative,MESH:D024801,,,tauopathy,5563,,AMPK,,28202389,The introduction of miR-101b mimics or small interfering RNAs (siRNAs) against AMPK blocked HDAC2-induced tauopathy and dendritic impairments in  vitro.,,,
14.0,181.0,Biomarker,C0175695,Sotos' syndrome,disease,Sotos syndrome,64324,NSD1,NSD1,CTD_human,16188863,Auxological data in patients clinically suspected of Sotos syndrome with NSD1 gene alterations.,0.6275508676016329,"Auxological data in patients clinically suspected of <span class=""disease"" id=""16188863-0-53-67"">Sotos syndrome</span> with <span class=""gene"" id=""16188863-0-73-77"">NSD1</span> gene alterations.",CTD_human;ORPHANET;UNIPROT
2.0,0.0,Biomarker,C1832200,Peroxisome biogenesis disorders,group,peroxisome biogenesis disorders,5190,PEX6,peroxisome assembly factor-2,CTD_human,10408779,Genomic structure and identification of 11 novel mutations of the PEX6 (peroxisome assembly factor-2) gene in patients with peroxisome biogenesis disorders.,0.201648360705279,"Genomic structure and identification of 11 novel mutations of the <span class=""gene"" id=""10408779-0-66-70"">PEX6</span> (<span class=""gene"" id=""10408779-0-72-100"">peroxisome assembly factor-2</span>) gene in patients with <span class=""disease"" id=""10408779-0-124-155"">peroxisome biogenesis disorders</span>.",CTD_human
1.0,0.0,Biomarker,C2239176,Liver carcinoma,disease,hepatocellular carcinoma,4313,MMP2,MMP-2,CTD_human,20084675,Our results reveal that BA exerts its anti-metastatic effect against DEN-induced hepatocellular carcinoma by inhibiting the activities and expressions of MMP-2 and MMP-9.,0.221609192663571,"Our results reveal that BA exerts its anti-metastatic effect against DEN-induced <span class=""disease"" id=""20084675-9-81-105"">hepatocellular carcinoma</span> by inhibiting the activities and expressions of <span class=""gene"" id=""20084675-9-154-159"">MMP-2</span> and MMP-9.",CTD_human
1.0,0.0,Biomarker,C0011882,Diabetic Neuropathies,group,diabetic neuropathy,4313,MMP2,MMP-2,CTD_human,20213226,The results of the present study suggest that MMP-2 and MMP-9 inhibition in the presence of COX inhibitor prevents the development of experimental diabetic neuropathy in rats and can be a potential approach for the treatment.,0.2,"The results of the present study suggest that <span class=""gene"" id=""20213226-5-46-51"">MMP-2</span> and MMP-9 inhibition in the presence of COX inhibitor prevents the development of experimental <span class=""disease"" id=""20213226-5-147-166"">diabetic neuropathy</span> in rats and can be a potential approach for the treatment.",CTD_human
2.0,0.0,Biomarker,C0004096,Asthma,disease,asthma,2944,GSTM1,GSTM1,CTD_human,18988661,"Glutathione-S-transferase (GST) P1, GSTM1, exercise, ozone and asthma incidence in school children.",0.31420739984503004,"Glutathione-S-transferase (GST) P1, <span class=""gene"" id=""18988661-0-36-41"">GSTM1</span>, exercise, ozone and <span class=""disease"" id=""18988661-0-63-69"">asthma</span> incidence in school children.",CTD_human
20.0,0.0,Biomarker,C0023487,Acute Promyelocytic Leukemia,disease,acute promyelocytic leukemia,5371,PML,PML,CTD_human,14706140,[Improved RT-PCR for detection of PML/RARalpha fusion gene in rapid diagnosis of acute promyelocytic leukemia].,0.507329124648138,"[Improved RT-PCR for detection of <span class=""gene"" id=""14706140-0-34-37"">PML</span>/RARalpha fusion gene in rapid diagnosis of <span class=""disease"" id=""14706140-0-81-109"">acute promyelocytic leukemia</span>].",CTD_human;ORPHANET
2.0,0.0,Biomarker,C0007131,Non-Small Cell Lung Carcinoma,disease,non-small cell lung cancer,4193,MDM2,MDM2,CTD_human,21268124,MDM2 SNP309 contributes to non-small cell lung cancer survival in Chinese.,0.208516530310606,"<span class=""gene"" id=""21268124-0-0-4"">MDM2</span> SNP309 contributes to <span class=""disease"" id=""21268124-0-27-53"">non-small cell lung cancer</span> survival in Chinese.",CTD_human
3.0,0.0,Biomarker,C0004352,Autistic Disorder,disease,autism,3690,ITGB3,ITGB3,CTD_human,16724005,Variation in ITGB3 is associated with whole-blood serotonin level and autism susceptibility.,0.217017026512271,"Variation in <span class=""gene"" id=""16724005-0-13-18"">ITGB3</span> is associated with whole-blood serotonin level and <span class=""disease"" id=""16724005-0-70-76"">autism</span> susceptibility.",CTD_human
1.0,0.0,Biomarker,C0003873,Rheumatoid Arthritis,disease,RA,6355,CCL8,CCL8,CTD_human,17568789,"HOXD10, HOXD11, HOXD13, CCL8 and LIM homeobox 2 were highly and exclusively expressed in RA and CLU, sarcoglycan-gamma, GPR64, POU3F3, peroxisome proliferative activated receptor-gamma and tripartite motif-containing 2 were expressed only in OA.",0.200274726784213,"HOXD10, HOXD11, HOXD13, <span class=""gene"" id=""17568789-4-24-28"">CCL8</span> and LIM homeobox 2 were highly and exclusively expressed in <span class=""disease"" id=""17568789-4-89-91"">RA</span> and CLU, sarcoglycan-gamma, GPR64, POU3F3, peroxisome proliferative activated receptor-gamma and tripartite motif-containing 2 were expressed only in OA.",CTD_human
,,Negative,MESH:D009336,,,necrosis,24498,,interleukin-6,,28092336,"Compared with the control group, the experimental group showed more proinflammatory cytokines: interleukin-1b, interleukin-6, tumor necrosis factor-a, and macrophage migration inhibitory factor.",,,
,,Negative,MESH:D030342,,,autosomal dominant disease,672,,BRCA1,,28184945,Hereditary breast and ovarian cancer syndrome is an autosomal dominant disease caused primarily by germline mutations in the BRCA1 or BRCA2 gene.,,,
,,Negative,MESH:D006967,,,allergy,59086,,TGF-b,,28049206,"CONCLUSIONS: The prebiotic action of GMP on allergy-protective microbiota, an increase in TGF-b production, and a reduction in mast cell response to allergens are novel mechanisms that explain the antiallergic activity of GMP.",,,
,,Negative,MESH:D016510,,,angiogenesis,4360,,CD206,,28032600,"Interestingly, GM1-stimulated macrophages secreted monocyte chemoattractant protein-1 (MCP-1/CCL2) through a CD206/yc/STAT6-mediated signaling pathway and induced angiogenesis.",,,
51.0,124.0,Biomarker,C1142166,Brugada Syndrome (disorder),disease,Brugada syndrome,6331,SCN5A,SCN5A,CTD_human,16239976,A novel nonsense mutation in the SCN5A gene leads to Brugada syndrome and a silent gene mutation carrier state.,0.8435358854758079,"A novel nonsense mutation in the <span class=""gene"" id=""16239976-0-33-38"">SCN5A</span> gene leads to <span class=""disease"" id=""16239976-0-53-69"">Brugada syndrome</span> and a silent gene mutation carrier state.",CTD_human;ORPHANET;UNIPROT
1.0,0.0,Therapeutic,C0036323,Schistosomiasis,disease,schistosomiasis,5052,PRDX1,Prx-1,CTD_human,19041905,These findings suggest that Prx-1 may become a novel target of drugs and vaccines for schistosomiasis.,0.2,"These findings suggest that <span class=""gene"" id=""19041905-10-28-33"">Prx-1</span> may become a novel target of drugs and vaccines for <span class=""disease"" id=""19041905-10-86-101"">schistosomiasis</span>.",CTD_human
2.0,7.0,Biomarker,C0238198,Gastrointestinal Stromal Tumors,group,GIST,5156,PDGFRA,PDGFRA,CTD_human,20028860,Gastrointestinal stromal tumors (GIST) are caused by activating mutations in the KIT or PDGFRA receptor tyrosine kinase genes.,0.738620495450882,"<span class=""disease"" id=""20028860-1-0-31"">Gastrointestinal stromal tumors</span> (<span class=""disease"" id=""20028860-1-33-37"">GIST</span>) are caused by activating mutations in the KIT or <span class=""gene"" id=""20028860-1-88-94"">PDGFRA</span> receptor tyrosine kinase genes.",CTD_human;HPO;ORPHANET;UNIPROT
3.0,0.0,Therapeutic,C0036572,Seizures,phenotype,seizure,3350,HTR1A,5-HT 1A,CTD_human,16313900,Stimulation of 5-HT 1A receptors increases the seizure threshold for picrotoxin in mice.,0.2,"Stimulation of <span class=""gene"" id=""16313900-0-15-22"">5-HT 1A</span> receptors increases the <span class=""disease"" id=""16313900-0-47-54"">seizure</span> threshold for picrotoxin in mice.",CTD_human
1.0,0.0,Biomarker,C0007137,Squamous cell carcinoma,disease,SCC,2944,GSTM1,GSTM1,CTD_human,22072123,"Moreover, a significant increase in the risk to SCC of lung in the cases carrying combination of variant genotype of CYP1A2 with either CYP1A1 or GSTM1 have shown that gene-gene interactions may play an important role in squamous cell lung cancer risk.",0.305477814045232,"Moreover, a significant increase in the risk to <span class=""disease"" id=""22072123-6-48-51"">SCC</span> of lung in the cases carrying combination of variant genotype of CYP1A2 with either CYP1A1 or <span class=""gene"" id=""22072123-6-146-151"">GSTM1</span> have shown that gene-gene interactions may play an important role in squamous cell lung cancer risk.",CTD_human
,,Negative,MESH:D017887,,,ossification of the posterior longitudinal ligament,7933,,OPLL,,28053773,"INTRODUCTION: We report a case of acute tetraplegia, without any trauma or symptoms prior to onset, who presented with ossification of the posterior longitudinal ligament (OPLL) in the cervical spine with concomitant spinal cord infarction.",,,
,,Negative,MESH:D003072,,,deficiency in OBs impairs,228357,,Lrp4,,28193701,"However, it is unclear how Lrp4 deficiency in OBs impairs osteoclastogenesis.",,,
1.0,0.0,Biomarker,C0085605,Liver Failure,disease,hepatic failure,2147,F2,prothrombin,CTD_human,18618250,"Patients (n = 47) with reactivated hepatitis due to lamivudine-resistant HBV were classified into two groups, with and without potential for progression to hepatic failure, according to the criteria using the data of serum bilirubin level and prothrombin activity after the reactivated hepatitis.",0.20054945356842604,"Patients (n = 47) with reactivated hepatitis due to lamivudine-resistant HBV were classified into two groups, with and without potential for progression to <span class=""disease"" id=""18618250-2-156-171"">hepatic failure</span>, according to the criteria using the data of serum bilirubin level and <span class=""gene"" id=""18618250-2-243-254"">prothrombin</span> activity after the reactivated hepatitis.",CTD_human
,,Negative,MESH:D056005,,,indeterminate,4318,,MMP-9,,28118356,"We evaluated by flow cytometry the expression of MMP-2, MMP-9, IL-1b, TNF-a, TGF-b and IL-10 by neutrophils and monocytes from patients with indeterminate (IND) and cardiac (CARD) clinical forms of Chagas disease and non-infected individuals (NI), before and after in vitro stimulation with Trypanosoma cruzi antigens.",,,
12.0,8.0,Biomarker,C0795864,Smith-Magenis syndrome,disease,SMS,10743,RAI1,RAI1,CTD_human,16845274,"Although RAI1 is the primary gene responsible for most features of SMS, other genes within 17p11.2 contribute to the variable features and overall severity of the syndrome.",0.4898901642316721,"Although <span class=""gene"" id=""16845274-8-9-13"">RAI1</span> is the primary gene responsible for most features of <span class=""disease"" id=""16845274-8-67-70"">SMS</span>, other genes within 17p11.2 contribute to the variable features and overall severity of the syndrome.",CTD_human;ORPHANET
6.0,0.0,Biomarker,C0004153,Atherosclerosis,disease,atherosclerosis,5444,PON1,PON1,CTD_human,16229851,"The abnormal serum PON1 distribution in diabetic patients, could be responsible for the accelerated atherosclerosis development in these patients.",0.286433413191035,"The abnormal serum <span class=""gene"" id=""16229851-9-19-23"">PON1</span> distribution in diabetic patients, could be responsible for the accelerated <span class=""disease"" id=""16229851-9-100-115"">atherosclerosis</span> development in these patients.",CTD_human
,,Negative,MESH:D014947,,,hepatobiliary injury,83567,,MCHR1,,28025230,"In conclusion, hepatobiliary injury by thienopyrimidinone MCHR1 antagonists was driven through a CYP-mediated bioactivation pathway.",,,
1.0,0.0,Biomarker,C0024299,Lymphoma,group,lymphomas,1030,CDKN2B,p15INK4b,CTD_human,9488045,"Inactivations of p16INK4a-alpha, p16INK4a-beta and p15INK4b genes in 2',3'-dideoxycytidine- and 1,3-butadiene-induced murine lymphomas.",0.205154296365419,"Inactivations of p16INK4a-alpha, p16INK4a-beta and <span class=""gene"" id=""9488045-0-51-59"">p15INK4b</span> genes in 2',3'-dideoxycytidine- and 1,3-butadiene-induced murine <span class=""disease"" id=""9488045-0-125-134"">lymphomas</span>.",CTD_human
